EID Prefix,Reply Type,Received From,RLOC Addresses,RLOC Priorities,RLOC Weights,RLOC States,New Deployed Changed,Configuration Changed ,Statistical Changed,Recieved From Changed,Received From not RLOCs ,Received From RLOCs ,Received From Map Resolver ,Number of Timestamp,Total Number of Timestamp
132.227.128.0:17,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,26,26,299
132.227.64.0:19,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,28,28,299
132.227.96.0:20,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,28,28,299
132.228.0.0:14,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,23,23,299
132.232.0.0:13,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,22,22,299
132.240.0.0:12,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,27,27,299
133.0.0.0:8,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,53,53,299
134.0.0.0:7,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,58,58,299
136.0.0.0:5,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,59,59,299
144.0.0.0:7,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,53,53,299
146.0.0.0:8,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,33,33,299
147.0.0.0:10,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,27,27,299
147.128.0.0:9,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,27,27,299
147.64.0.0:12,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,25,25,299
147.80.0.0:15,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,22,22,299
147.82.0.0:16,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
147.83.0.0:17,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
147.83.128.0:23,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
147.83.130.0:24,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,13,13,299
147.83.131.0:25,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
147.83.131.128:26,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
147.83.131.192:27,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
147.83.131.224:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,11,11,299
147.83.131.225:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,11,11,299
147.83.131.226:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,11,11,299
147.83.131.227:32,Negative Reply,193.162.145.50,[],[],[],[],1,0,0,1,4,0,8,12,299
147.83.131.228:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,11,11,299
147.83.131.229:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,12,12,299
147.83.131.230:31,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
147.83.131.232:29,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
147.83.131.240:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
147.83.132.0:22,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
147.83.136.0:21,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
147.83.144.0:20,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
147.83.160.0:19,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
147.83.192.0:18,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
147.84.0.0:14,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
147.88.0.0:13,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,25,25,299
147.96.0.0:11,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,28,28,299
148.0.0.0:6,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,48,48,299
152.0.0.0:8,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,31,31,299
153.0.0.0:12,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.128.0.0:9,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,175,175,299
153.16.0.0:24,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.1.0:24,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.10.0:24,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,87,87,299
153.16.11.0:24,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,69,69,299
153.16.12.0:26,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,29,29,299
153.16.12.128:26,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,54,54,299
153.16.12.192:27,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,44,44,299
153.16.12.224:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,36,36,299
153.16.12.240:29,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.12.248:29,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,34,34,299
153.16.12.64:26,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,48,48,299
153.16.13.0:28,LISP Reply,173.228.9.248,['173.228.9.248'],['1'],['100'],['Up'],0,0,0,0,0,55,0,55,299
153.16.13.112:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,45,45,299
153.16.13.128:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
153.16.13.144:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
153.16.13.160:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.13.16:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,52,52,299
153.16.13.176:28,LISP Reply,76.102.34.4,['76.102.34.4'],['1'],['50'],['Up'],0,0,0,0,0,36,0,36,299
153.16.13.192:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
153.16.13.208:28,LISP Reply,50.174.210.10,['50.174.210.10'],['1'],['100'],['Up'],0,0,0,0,0,31,0,31,299
153.16.13.224:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,8,8,299
153.16.13.240:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,24,24,299
153.16.13.32:28,LISP Reply,108.245.189.84,['108.245.189.84'],['1'],['100'],['Up'],0,0,0,0,0,54,0,54,299
153.16.13.48:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,53,53,299
153.16.13.64:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
153.16.13.80:28,LISP Reply,107.3.187.25,['107.3.187.25'],['10'],['50'],['Up'],0,0,0,0,0,48,0,48,299
153.16.13.96:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
153.16.14.0:26,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,24,24,299
153.16.14.128:25,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,23,23,299
153.16.14.64:26,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,25,25,299
153.16.15.0:24,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
153.16.16.0:24,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,10,10,299
153.16.160.0:19,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,178,178,299
153.16.17.112:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.17.128:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.17.144:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.17.160:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.17.16:28,LISP Reply,24.94.13.140,['24.94.13.140'],['1'],['1'],['Up'],0,0,0,0,0,7,0,7,299
153.16.17.176:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.17.192:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.17.208:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.17.224:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.17.240:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.17.32:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.17.48:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.17.64:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.17.80:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.17.96:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.18.112:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.18.128:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.18.144:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.18.160:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.18.16:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.18.176:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.18.192:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.18.208:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.18.224:27,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.18.48:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.18.64:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.18.80:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.18.96:28,LISP Reply,68.177.12.182,['170.40.251.1'],['1'],['100'],['Up'],0,0,0,0,3,0,0,3,299
153.16.19.0:24,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.192.0:18,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,166,166,299
153.16.2.0:24,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.20.0:24,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.193:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.194:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.195:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.196:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.199:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.201:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.204:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.205:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.206:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.207:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.211:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.212:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.213:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.65:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.66:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.67:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.68:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.69:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.70:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.71:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.72:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.73:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.74:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.0:26,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.192:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.193:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.194:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.195:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.196:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.197:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.198:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.199:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.200:29,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.208:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.209:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.210:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.211:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.212:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.213:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.214:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.215:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.216:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.217:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.218:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.219:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.220:30,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.22.224:27,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.65:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.66:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.67:32,LISP Reply,24.51.209.235,['24.51.209.235'],['1'],['100'],['Up'],0,0,0,0,0,1,0,1,299
153.16.22.68:32,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.23.144:28,LISP Reply,199.21.117.195,['199.21.116.245'],['1'],['100'],['Up'],0,0,0,0,1,0,0,1,299
153.16.23.160:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.23.224:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.25.0:28,LISP Reply,96.231.59.40,['96.231.59.40'],['1'],['50'],['Up'],0,0,0,0,0,1,0,1,299
153.16.25.112:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.26.0:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.26.32:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.28.0:24,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,136,136,299
153.16.29.0:28,LISP Reply,70.80.236.44,['70.80.236.44'],['1'],['1'],['Up'],0,6,0,1,0,74,0,74,299
153.16.29.112:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,33,33,299
153.16.29.128:25,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,138,138,299
153.16.29.16:28,LISP Reply,73.12.9.178,['73.12.9.178'],['1'],['1'],['Up'],0,0,0,0,0,110,0,110,299
153.16.29.32:28,LISP Reply,208.102.188.222,['208.102.188.222'],['1'],['1'],['Up'],2,0,0,2,0,112,4,116,299
153.16.29.48:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,38,38,299
153.16.29.64:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,54,54,299
153.16.29.80:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,42,42,299
153.16.29.96:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,56,56,299
153.16.3.0:24,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.30.0:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,45,45,299
153.16.30.112:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,46,46,299
153.16.30.128:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,37,37,299
153.16.30.144:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,27,27,299
153.16.30.160:29,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.30.160:30,LISP Reply,24.51.209.235,['24.51.209.235'],['1'],['100'],['Up'],0,0,0,0,0,76,0,76,299
153.16.30.164:30,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,35,35,299
153.16.30.168:30,LISP Reply,24.4.100.89,['24.4.100.89'],['1'],['100'],['Up'],0,0,0,0,0,68,0,68,299
153.16.30.16:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,42,42,299
153.16.30.172:30,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,55,55,299
153.16.30.176:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,31,31,299
153.16.30.192:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,28,28,299
153.16.30.208:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,27,27,299
153.16.30.224:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,27,27,299
153.16.30.240:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,31,31,299
153.16.30.32:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,45,45,299
153.16.30.48:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,47,47,299
153.16.30.64:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,49,49,299
153.16.30.80:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,38,38,299
153.16.30.96:28,LISP Reply,173.8.103.241,['173.8.103.241'],['1'],['100'],['Up'],2,0,0,2,0,105,1,106,299
153.16.31.0:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,57,57,299
153.16.31.112:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,11,11,299
153.16.31.128:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.16.31.144:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
153.16.31.160:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,8,8,299
