EID Prefix,Reply Type,Received From,RLOC Addresses,RLOC Priorities,RLOC Weights,RLOC States,New Deployed Changed,Configuration Changed ,Statistical Changed,Recieved From Changed,Received From not RLOCs ,Received From RLOCs ,Received From Map Resolver ,Number of Timestamp,Total Number of Timestamp
153.16.56.96:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.57.128:28,LISP Reply,217.8.98.42,"['10.1.1.127', '158.38.1.92']","['1', '1']","['100', '100']","['Up', 'Up']",0,0,0,0,0,0,1,1,299
153.16.57.144:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.57.160:27,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.57.16:28,LISP Reply,44.16.51.222,"['44.16.5.21', '44.16.51.245', '2a06:e881:140f::85']","['1', '1', '1']","['100', '100', '100']","['Up', 'Up', 'Up']",0,0,0,1,6,0,0,6,299
153.16.57.192:26,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.57.32:28,LISP Reply,185.43.245.12,"['185.43.245.12', '2a05:4880:2:16:8a5a:92ff:fe15:b5f8']","['10', '10']","['50', '50']","['Up', 'Up']",0,0,0,0,0,1,0,1,299
153.16.57.80:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.57.96:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.58.0:23,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.6.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.60.0:23,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.62.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.63.0:31,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.63.0:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.63.128:25,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.63.16:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.63.32:27,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.63.3:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.63.4:30,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.63.64:26,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.63.8:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.64.0:24,LISP Reply,202.214.86.252,['202.214.86.252'],['10'],['100'],['Up'],0,0,0,0,0,6,0,6,299
153.16.66.128:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.66.160:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.66.208:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.66.224:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.66.48:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.66.64:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,0,6,299
153.16.66.80:28,LISP Reply,113.28.117.189,['113.28.117.189'],['1'],['1'],['Up'],0,0,0,0,0,6,0,6,299
153.16.66.96:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.67.0:24,LISP Reply,203.181.249.170,"['203.181.249.170', '2001:200:e000:17::170']","['1', '2']","['100', '100']","['Up', 'Up']",0,0,0,0,0,4,0,4,299
153.16.7.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,181,181,299
153.16.70.0:28,LISP Reply,125.30.44.107,"['221.189.114.163', '2001:380:6fc::1']","['1', '1']","['50', '50']","['Up', 'Up']",0,0,0,0,245,0,0,245,299
153.16.70.112:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,26,26,299
153.16.70.128:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,176,176,299
153.16.70.144:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
153.16.70.160:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.16.70.16:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
153.16.70.176:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.70.192:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,157,157,299
153.16.70.208:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,12,12,299
153.16.70.224:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,139,139,299
153.16.70.240:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
153.16.70.32:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,23,23,299
153.16.70.48:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,23,23,299
153.16.70.64:27,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,4,0,0,3,175,299
153.16.70.96:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,21,21,299
153.16.71.0:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,13,13,299
153.16.71.112:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,88,88,299
153.16.71.128:25,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,96,96,299
153.16.71.16:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,131,131,299
153.16.71.32:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,11,11,299
153.16.71.48:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,21,21,299
153.16.71.64:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.71.80:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.71.96:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
153.16.72.0:23,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,63,63,299
153.16.72.0:25,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,32,32,299
153.16.74.0:24,LISP Reply,113.28.84.221,['113.28.84.221'],['1'],['100'],['Up'],0,0,0,0,0,84,0,84,299
153.16.75.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,93,93,299
153.16.76.0:22,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,87,87,299
153.16.8.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,131,131,299
153.16.80.0:20,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,230,230,299
153.16.9.0:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.9.112:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,32,32,299
153.16.9.128:25,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,120,120,299
153.16.9.16:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,9,9,299
153.16.9.32:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
153.16.9.48:28,LISP Reply,44.16.51.188,"['44.16.5.23', '44.16.51.247', '2605:e000:2f8c:d140:206:f6ff:fe1e:ca14', '2a06:e881:140f::87']","['2', '1', '2', '1']","['100', '100', '100', '100']","['Up', 'Up', 'Up', 'Up']",2,2,1,3,66,0,1,67,299
153.16.9.64:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.9.80:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,26,26,299
153.16.9.96:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,28,28,299
153.16.96.0:19,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,232,232,299
153.17.0.0:16,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,237,237,299
153.18.0.0:15,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
153.20.0.0:14,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,249,249,299
153.24.0.0:13,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,249,249,299
153.32.0.0:11,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,249,249,299
153.64.0.0:10,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
154.0.0.0:7,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,247,247,299
156.0.0.0:6,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,249,249,299
160.0.0.0:3,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,249,249,299
192.0.0.0:7,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,249,249,299
194.0.0.0:9,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,243,243,299
194.128.0.0:10,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,246,246,299
194.192.0.0:11,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,247,247,299
194.224.0.0:15,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
194.226.0.0:17,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,246,246,299
194.226.160.0:19,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
194.226.192.0:18,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,246,246,299
194.227.0.0:16,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,246,246,299
194.228.0.0:14,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
194.232.0.0:13,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,246,246,299
194.240.0.0:12,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,246,246,299
195.0.0.0:8,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
196.0.0.0:7,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
198.0.0.0:8,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
199.0.0.0:10,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
199.112.0.0:14,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
199.116.0.0:15,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,247,247,299
199.118.0.0:16,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,245,245,299
199.119.0.0:18,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,246,246,299
199.119.128.0:17,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,243,243,299
199.119.80.0:20,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,244,244,299
199.119.96.0:19,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,246,246,299
199.120.0.0:13,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,246,246,299
199.128.0.0:10,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,239,239,299
199.192.0.0:12,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,245,245,299
199.208.0.0:14,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,247,247,299
199.212.0.0:18,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,244,244,299
199.212.120.0:22,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,238,238,299
199.212.126.0:23,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,232,232,299
199.212.128.0:17,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,233,233,299
199.212.64.0:19,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,240,240,299
199.212.96.0:20,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,245,245,299
199.213.0.0:16,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,234,234,299
199.214.0.0:15,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,234,234,299
199.216.0.0:13,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,231,231,299
199.224.0.0:11,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,235,235,299
199.64.0.0:11,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
199.96.0.0:12,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,246,246,299
200.0.0.0:6,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,234,234,299
204.0.0.0:8,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,232,232,299
205.0.0.0:9,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,235,235,299
205.128.0.0:10,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,233,233,299
205.192.0.0:13,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
205.200.0.0:15,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,230,230,299
205.202.0.0:16,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,230,230,299
205.203.0.0:17,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,226,226,299
205.203.128.0:18,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
205.203.192.0:21,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,230,230,299
205.203.201.0:24,LISP Reply,68.174.28.237,['68.174.28.237'],['1'],['1'],['Up'],0,0,0,0,0,192,0,192,299
205.203.202.0:24,LISP Reply,68.174.28.237,['68.174.28.237'],['1'],['1'],['Up'],0,0,0,0,0,185,0,185,299
205.203.203.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,235,235,299
205.203.204.0:22,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,242,242,299
205.203.208.0:20,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,233,233,299
205.203.224.0:19,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,229,229,299
205.204.0.0:14,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,233,233,299
205.208.0.0:12,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,230,230,299
205.224.0.0:11,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,231,231,299
206.0.0.0:7,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,231,231,299
208.0.0.0:5,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,230,230,299
216.0.0.0:8,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,229,229,299
217.0.0.0:12,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,224,224,299
217.128.0.0:9,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,42,42,299
217.16.0.0:13,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
217.24.0.0:14,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,224,224,299
217.28.0.0:15,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,224,224,299
217.30.0.0:18,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,218,218,299
217.30.128.0:17,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,33,33,299
217.30.64.0:20,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,221,221,299
217.30.80.0:21,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,221,221,299
217.30.88.0:22,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,211,211,299
217.30.92.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,196,196,299
217.30.95.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
217.30.96.0:19,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,32,32,299
217.31.0.0:16,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,33,33,299
217.32.0.0:11,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,51,51,299
217.64.0.0:10,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,50,50,299
218.0.0.0:7,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,101,101,299
220.0.0.0:6,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,49,49,299
224.0.0.0:3,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,109,109,299
32.0.0.0:6,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
36.0.0.0:8,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,240,240,299
37.0.0.0:10,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,249,249,299
37.128.0.0:9,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,232,232,299
37.64.0.0:13,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
37.72.0.0:14,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,249,249,299
37.76.0.0:16,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,249,249,299
37.77.0.0:19,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,249,249,299
37.77.128.0:17,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,242,242,299
37.77.32.0:20,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
37.77.48.0:21,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,249,249,299
37.77.56.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,126,126,299
37.77.56.0:27,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,122,122,299
37.77.56.128:25,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,114,114,299
37.77.56.32:31,Negative Reply,217.8.98.42,[],[],[],[],1,0,0,1,0,118,4,122,299
37.77.56.34:31,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,54,54,299
37.77.56.36:30,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,120,120,299
37.77.56.40:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,115,115,299
37.77.56.48:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,122,122,299
37.77.56.64:26,Negative Reply,217.8.98.42,[],[],[],[],1,0,0,1,0,118,4,122,299
37.77.57.0:27,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,134,134,299
37.77.57.0:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,75,75,299
37.77.57.128:25,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,137,137,299
37.77.57.128:26,LISP Reply,176.74.253.154,['176.74.253.154'],['100'],['100'],['Up'],0,0,0,0,0,94,0,94,299
37.77.57.16:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,88,88,299
37.77.57.192:30,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,12,12,299
37.77.57.196:30,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,30,30,299
37.77.57.200:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,27,27,299
37.77.57.208:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,29,29,299
37.77.57.216:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,32,32,299
37.77.57.224:27,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,29,29,299
37.77.57.24:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,82,82,299
37.77.57.32:29,Negative Reply,217.8.98.42,[],[],[],[],3,0,0,3,0,105,107,212,299
37.77.57.40:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,149,149,299
37.77.57.48:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,132,132,299
37.77.57.48:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,47,47,299
37.77.57.56:30,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,36,36,299
37.77.57.60:30,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,76,76,299
37.77.57.64:26,Negative Reply,217.8.98.42,[],[],[],[],1,0,0,1,0,105,136,241,299
37.77.57.8:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,87,87,299
37.77.58.0:26,LISP Reply,95.96.53.169,['95.96.53.169'],['1'],['100'],['Up'],0,0,0,0,0,221,0,221,299
37.77.58.104:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,45,45,299
37.77.58.112:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,50,50,299
37.77.58.128:27,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,119,119,299
37.77.58.160:27,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,83,83,299
37.77.58.160:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,81,81,299
37.77.58.176:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,87,87,299
37.77.58.192:26,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,234,234,299
37.77.58.64:26,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,87,87,299
37.77.58.64:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,21,21,299
37.77.58.72:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,41,41,299
37.77.58.80:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,39,39,299
37.77.58.96:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,30,30,299
37.77.59.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,225,225,299
37.77.60.0:22,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
37.77.64.0:18,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,239,239,299
37.78.0.0:15,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,238,238,299
37.80.0.0:12,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,226,226,299
37.96.0.0:11,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,241,241,299
38.0.0.0:10,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,234,234,299
38.112.0.0:13,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,229,229,299
38.120.0.0:14,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,229,229,299
38.124.0.0:16,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
38.125.0.0:22,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
38.125.128.0:17,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,231,231,299
38.125.16.0:20,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,232,232,299
38.125.32.0:19,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,223,223,299
38.125.4.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,221,221,299
38.125.5.0:24,LISP Reply,96.56.153.211,"['38.122.8.142', '108.60.143.98', '2001:550:2:29::8:2', '2001:1980:5102:6331::2']","['1', '1', '1', '1']","['50', '50', '50', '50']","['Up', 'Up', 'Up', 'Up']",107,0,0,107,116,0,0,219,299
38.125.6.0:23,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,204,204,299
38.125.64.0:18,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,237,237,299
38.125.8.0:21,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,232,232,299
38.126.0.0:15,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,235,235,299
38.128.0.0:9,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,230,230,299
38.64.0.0:11,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,231,231,299
38.96.0.0:12,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,232,232,299
39.0.0.0:8,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,232,232,299
40.0.0.0:5,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,236,236,299
48.0.0.0:4,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,235,235,299
64.0.0.0:4,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,233,233,299
