EID Prefix,Reply Type,Received From,RLOC Addresses,RLOC Priorities,RLOC Weights,RLOC States,New Deployed Changed,Configuration Changed ,Statistical Changed,Recieved From Changed,Received From not RLOCs ,Received From RLOCs ,Received From Map Resolver ,Number of Timestamp,Total Number of Timestamp
147.83.192.0:18,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
147.84.0.0:14,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
147.88.0.0:13,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,21,21,299
147.96.0.0:11,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
148.0.0.0:6,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,78,78,299
152.0.0.0:8,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,21,21,299
153.0.0.0:12,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.128.0.0:9,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,249,249,299
153.16.0.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.10.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,82,82,299
153.16.11.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,47,47,299
153.16.12.0:26,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
153.16.12.128:26,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,44,44,299
153.16.12.192:27,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.12.224:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,28,28,299
153.16.12.240:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,9,9,299
153.16.12.248:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.16.12.64:26,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,29,29,299
153.16.13.0:28,LISP Reply,173.228.9.248,['173.228.9.248'],['1'],['100'],['Up'],0,0,0,0,0,37,0,37,299
153.16.13.112:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,30,30,299
153.16.13.128:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.13.144:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.13.160:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.13.16:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,36,36,299
153.16.13.176:28,LISP Reply,76.102.34.4,['76.102.34.4'],['1'],['50'],['Up'],0,0,0,0,0,24,0,24,299
153.16.13.192:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.13.208:28,LISP Reply,50.174.210.10,['50.174.210.10'],['1'],['100'],['Up'],2,0,0,2,0,20,1,21,299
153.16.13.224:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,9,9,299
153.16.13.240:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,23,23,299
153.16.13.32:28,LISP Reply,108.245.189.84,['108.245.189.84'],['1'],['100'],['Up'],0,0,0,0,0,34,0,34,299
153.16.13.48:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,39,39,299
153.16.13.64:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.13.80:28,LISP Reply,107.3.187.25,['107.3.187.25'],['10'],['50'],['Up'],0,0,0,0,0,30,0,30,299
153.16.13.96:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
153.16.14.0:26,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,22,22,299
153.16.14.128:25,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
153.16.14.64:26,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.15.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,9,9,299
153.16.16.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.160.0:19,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,240,240,299
153.16.17.112:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.17.16:28,LISP Reply,24.94.13.140,['24.94.13.140'],['1'],['1'],['Up'],0,0,0,0,0,2,0,2,299
153.16.17.176:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.17.224:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.17.240:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.17.32:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.17.48:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.17.64:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.18.0:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.18.112:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.18.16:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.18.192:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.18.48:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.18.96:28,LISP Reply,68.177.12.182,['170.40.251.1'],['1'],['100'],['Up'],0,0,0,0,1,0,0,1,299
153.16.192.0:18,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,215,215,299
153.16.2.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.192:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.21.193:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.194:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.195:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.196:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.197:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.198:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.199:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.200:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.201:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.202:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.203:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.204:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.205:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.206:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.207:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.208:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.209:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.210:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.211:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.212:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.213:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.214:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.215:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.21.216:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.224:27,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.65:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.66:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.67:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.68:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.69:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.70:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.71:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.72:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.73:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.21.74:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.0:26,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.192:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.193:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.194:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.195:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.196:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.197:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.198:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.199:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.200:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.208:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.65:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.22.66:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.22.67:32,LISP Reply,24.51.209.235,['24.51.209.235'],['1'],['100'],['Up'],0,0,0,0,0,1,0,1,299
153.16.22.68:32,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.23.144:28,LISP Reply,199.21.117.195,['199.21.116.245'],['1'],['100'],['Up'],0,0,0,0,1,0,0,1,299
153.16.28.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,175,175,299
153.16.29.0:28,LISP Reply,70.80.236.44,['70.80.236.44'],['1'],['1'],['Up'],0,4,0,1,0,57,0,57,299
153.16.29.112:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,38,38,299
153.16.29.128:25,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,149,149,299
153.16.29.16:28,LISP Reply,73.12.9.178,['73.12.9.178'],['1'],['1'],['Up'],0,0,0,0,0,79,0,79,299
153.16.29.32:28,LISP Reply,208.102.188.222,['208.102.188.222'],['1'],['1'],['Up'],2,0,0,2,0,104,2,106,299
153.16.29.48:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,30,30,299
153.16.29.64:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,36,36,299
153.16.29.80:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,36,36,299
153.16.29.96:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,51,51,299
153.16.30.0:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,38,38,299
153.16.30.112:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,23,23,299
153.16.30.128:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,25,25,299
153.16.30.144:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.30.160:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.30.160:30,LISP Reply,24.51.209.235,['24.51.209.235'],['1'],['100'],['Up'],0,0,0,0,0,61,0,61,299
153.16.30.164:30,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,24,24,299
153.16.30.168:30,LISP Reply,24.4.100.89,['24.4.100.89'],['1'],['100'],['Up'],0,0,0,0,0,73,0,73,299
153.16.30.16:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,35,35,299
153.16.30.172:30,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,37,37,299
153.16.30.176:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
153.16.30.192:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.30.208:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
153.16.30.224:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,12,12,299
153.16.30.240:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,21,21,299
153.16.30.32:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,33,33,299
153.16.30.48:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,27,27,299
153.16.30.64:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,32,32,299
153.16.30.80:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,23,23,299
153.16.30.96:28,LISP Reply,173.8.103.241,['173.8.103.241'],['1'],['100'],['Up'],0,0,0,0,0,97,0,97,299
153.16.31.0:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,54,54,299
153.16.31.112:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.31.128:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,8,8,299
153.16.31.144:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.31.160:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,2,2,299
153.16.31.16:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,15,15,299
153.16.31.176:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.31.192:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,10,10,299
153.16.31.208:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.31.224:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.31.240:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,6,6,299
153.16.31.32:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
153.16.31.48:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,9,9,299
153.16.31.64:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.31.80:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,8,8,299
153.16.31.96:28,LISP Reply,68.44.224.35,['68.44.224.35'],['1'],['100'],['Up'],0,0,0,0,0,37,0,37,299
153.16.32.0:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.32.176:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.32.224:28,LISP Reply,192.162.230.13,"['192.162.230.13', '192.162.230.14']","['10', '10']","['50', '50']","['Up', 'Up']",0,0,0,2,0,6,0,6,299
153.16.32.48:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.32.96:28,LISP Reply,147.102.40.203,"['147.102.40.203', '147.102.224.6']","['10', '1']","['100', '100']","['Up', 'Up']",0,0,0,0,0,9,0,9,299
153.16.36.0:24,LISP Reply,192.162.230.13,"['192.162.230.13', '192.162.230.14']","['10', '10']","['50', '50']","['Up', 'Up']",0,0,0,1,0,3,0,3,299
153.16.38.0:25,LISP Reply,132.227.62.242,"['132.227.62.242', '132.227.62.243', '2001:660:3302:282c:240::243', '2001:660:3302:282c:240::242']","['3', '1', '2', '4']","['100', '100', '100', '100']","['Up', 'Up', 'Up', 'Up']",0,0,0,0,0,3,0,3,299
153.16.38.128:25,LISP Reply,132.227.62.243,"['132.227.62.242', '132.227.62.243', '2001:660:3302:282c:240::242', '2001:660:3302:282c:240::243']","['1', '3', '2', '4']","['100', '100', '100', '100']","['Up', 'Up', 'Up', 'Up']",0,0,0,0,0,3,0,3,299
153.16.43.192:27,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.43.224:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.44.176:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.44.240:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.44.48:28,LISP Reply,91.220.108.97,['91.220.108.97'],['1'],['100'],['Up'],0,0,0,0,0,1,0,1,299
153.16.44.96:28,LISP Reply,80.218.233.133,['80.218.233.133'],['1'],['100'],['Up'],0,0,0,0,0,1,0,1,299
153.16.47.144:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.47.160:27,LISP Reply,212.33.19.38,['212.33.19.38'],['1'],['100'],['Up'],0,0,0,0,0,1,0,1,299
153.16.49.192:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.50.0:28,LISP Reply,89.123.122.244,"['89.123.122.244', '2a02:2f0e:17b:a100::1']","['1', '1']","['1', '1']","['Up', 'Up']",0,2,1,6,0,31,0,31,299
153.16.50.240:28,LISP Reply,92.50.113.214,['92.50.113.214'],['1'],['100'],['Up'],0,0,0,0,0,14,0,14,299
153.16.50.48:28,LISP Reply,195.8.198.77,"['195.8.198.77', '195.8.198.78', '2001:1620:2027:1c6::2:77', '2a01:2a8:a000:1c6::2:78']","['1', '1', '1', '1']","['50', '50', '50', '50']","['Up', 'Up', 'Up', 'Up']",0,0,0,17,0,25,0,25,299
153.16.53.160:28,LISP Reply,89.102.24.199,['89.102.24.199'],['1'],['1'],['Up'],0,0,0,0,0,11,0,11,299
153.16.54.160:28,LISP Reply,2.237.26.161,['2.237.26.161'],['1'],['1'],['Up'],0,0,0,0,0,3,0,3,299
153.16.54.80:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.54.96:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,0,9,299
153.16.55.112:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.55.128:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,10,10,299
153.16.55.144:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.55.160:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,9,9,299
153.16.55.32:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,1,1,299
153.16.55.96:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,9,9,299
153.16.56.0:28,LISP Reply,178.32.15.16,"['178.32.15.16', '2001:41d0:2:9fd5::101:1']","['100', '100']","['10', '10']","['Up', 'Up']",0,0,0,0,0,9,0,9,299
153.16.56.128:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
153.16.56.160:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,7,7,299
