EID Prefix,Reply Type,Received From,RLOC Addresses,RLOC Priorities,RLOC Weights,RLOC States,New Deployed Changed,Configuration Changed ,Statistical Changed,Recieved From Changed,Received From not RLOCs ,Received From RLOCs ,Received From Map Resolver ,Number of Timestamp,Total Number of Timestamp
153.16.57.32:28,LISP Reply,185.43.245.12,"['185.43.245.12', '2a05:4880:2:307:8a5a:92ff:fe15:b5f8']","['10', '10']","['50', '50']","['Up', 'Up']",0,4,0,1,0,35,0,35,299
153.16.57.80:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,190,190,299
153.16.57.96:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,207,207,299
153.16.58.0:23,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,194,194,299
153.16.6.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,179,179,299
153.16.60.0:23,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,199,199,299
153.16.62.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,190,190,299
153.16.63.0:31,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,104,104,299
153.16.63.0:32,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,84,84,299
153.16.63.128:25,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,190,190,299
153.16.63.16:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,193,193,299
153.16.63.32:27,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,187,187,299
153.16.63.3:32,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,163,163,299
153.16.63.4:30,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,213,213,299
153.16.63.64:26,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,190,190,299
153.16.63.8:29,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,214,214,299
153.16.64.0:24,LISP Reply,202.214.86.252,['202.214.86.252'],['10'],['100'],['Up'],0,0,0,0,0,190,0,190,299
153.16.66.64:28,Negative Reply,202.51.247.10,[''],[''],[''],[''],0,0,0,0,0,0,0,156,299
153.16.66.80:28,LISP Reply,113.28.117.189,['113.28.117.189'],['1'],['1'],['Up'],0,0,0,0,0,160,0,160,299
153.16.67.0:24,LISP Reply,203.181.249.170,"['203.181.249.170', '2001:200:e000:17::170']","['1', '2']","['100', '100']","['Up', 'Up']",0,0,0,0,0,189,0,189,299
153.16.70.0:28,LISP Reply,125.30.44.107,"['221.189.114.163', '2001:380:6fc::1']","['1', '1']","['50', '50']","['Up', 'Up']",0,0,0,0,206,0,0,206,299
153.16.70.128:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,209,209,299
153.16.70.192:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,207,207,299
153.16.70.224:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,210,210,299
153.16.71.112:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,159,159,299
153.16.71.128:25,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,209,209,299
153.16.71.16:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,209,209,299
153.16.72.0:23,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,209,209,299
153.16.72.0:25,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,3,3,299
153.16.74.0:24,LISP Reply,113.28.84.221,['113.28.84.221'],['1'],['100'],['Up'],0,0,0,0,0,205,0,205,299
153.16.75.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,210,210,299
153.16.76.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,207,207,299
153.16.80.0:20,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,234,234,299
153.16.9.128:25,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,196,196,299
153.16.9.48:28,LISP Reply,44.16.51.188,"['44.16.5.23', '44.16.51.247', '2605:e000:2f8c:d140:206:f6ff:fe1e:ca14', '2a06:e881:140f::87']","['2', '1', '2', '1']","['100', '100', '100', '100']","['Up', 'Up', 'Up', 'Up']",0,17,2,2,154,0,0,154,299
153.16.96.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
153.17.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
153.18.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
153.20.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
153.24.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
153.32.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,225,225,299
153.64.0.0:10,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
154.0.0.0:7,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
156.0.0.0:6,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,225,225,299
160.0.0.0:3,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,220,220,299
192.0.0.0:7,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,247,247,299
194.0.0.0:9,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,254,254,299
194.128.0.0:10,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,260,260,299
194.192.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,257,257,299
194.224.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,256,256,299
194.226.0.0:17,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,251,251,299
194.226.160.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,245,245,299
194.226.192.0:18,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
194.227.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,248,248,299
194.228.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,250,250,299
194.232.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,256,256,299
194.240.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,256,256,299
195.0.0.0:8,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,255,255,299
196.0.0.0:7,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,253,253,299
198.0.0.0:8,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,246,246,299
199.0.0.0:10,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,246,246,299
199.112.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,235,235,299
199.116.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,231,231,299
199.118.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,229,229,299
199.119.0.0:18,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,223,223,299
199.119.128.0:17,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,226,226,299
199.119.80.0:20,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,220,220,299
199.119.96.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
199.120.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,234,234,299
199.128.0.0:10,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
199.192.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,219,219,299
199.208.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,221,221,299
199.212.0.0:18,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
199.212.120.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,215,215,299
199.212.126.0:23,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,224,224,299
199.212.128.0:17,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,223,223,299
199.212.64.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,219,219,299
199.212.96.0:20,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,218,218,299
199.213.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,223,223,299
199.214.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,218,218,299
199.216.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,221,221,299
199.224.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,229,229,299
199.64.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,242,242,299
199.96.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,235,235,299
200.0.0.0:6,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,231,231,299
204.0.0.0:8,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,233,233,299
205.0.0.0:9,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,226,226,299
205.128.0.0:10,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,213,213,299
205.192.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,216,216,299
205.200.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,211,211,299
205.202.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,214,214,299
205.203.0.0:17,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,215,215,299
205.203.128.0:18,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,215,215,299
205.203.192.0:21,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,221,221,299
205.203.201.0:24,LISP Reply,68.174.28.237,['68.174.28.237'],['1'],['1'],['Up'],0,0,0,0,0,212,0,212,299
205.203.202.0:24,LISP Reply,68.174.28.237,['68.174.28.237'],['1'],['1'],['Up'],0,0,0,0,0,201,0,201,299
205.203.203.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,221,221,299
205.203.204.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,226,226,299
205.203.208.0:20,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,233,233,299
205.203.224.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,231,231,299
205.204.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,244,244,299
205.208.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,237,237,299
205.224.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,233,233,299
206.0.0.0:7,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,247,247,299
208.0.0.0:5,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,238,238,299
216.0.0.0:8,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,128,128,299
217.0.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,130,130,299
217.128.0.0:9,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,96,96,299
217.16.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,121,121,299
217.24.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,108,108,299
217.28.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,120,120,299
217.30.0.0:18,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,106,106,299
217.30.128.0:17,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,110,110,299
217.30.64.0:20,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,86,86,299
217.30.80.0:21,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,98,98,299
217.30.88.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,98,98,299
217.30.92.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,73,73,299
217.30.95.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,109,109,299
217.30.96.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,115,115,299
217.31.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,113,113,299
217.32.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,119,119,299
217.64.0.0:10,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,104,104,299
218.0.0.0:7,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,122,122,299
220.0.0.0:6,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,121,121,299
224.0.0.0:3,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,210,210,299
32.0.0.0:6,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,207,207,299
36.0.0.0:8,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,220,220,299
37.0.0.0:10,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
37.128.0.0:9,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
37.64.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,226,226,299
37.72.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
37.76.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,221,221,299
37.77.0.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
37.77.128.0:17,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
37.77.32.0:20,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
37.77.48.0:21,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,231,231,299
37.77.56.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,111,111,299
37.77.56.0:27,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,119,119,299
37.77.56.128:25,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,121,121,299
37.77.56.32:31,LISP Reply,95.97.83.93,['95.97.83.93'],['10'],['100'],['Up'],0,0,0,0,0,106,0,106,299
37.77.56.34:31,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
37.77.56.36:30,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,117,117,299
37.77.56.40:29,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,119,119,299
37.77.56.48:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,113,113,299
37.77.56.64:26,LISP Reply,95.97.83.93,['95.97.83.93'],['10'],['100'],['Up'],0,0,0,0,0,106,0,106,299
37.77.57.0:27,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,137,137,299
37.77.57.128:25,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,116,116,299
37.77.57.128:26,LISP Reply,176.74.253.154,['176.74.253.154'],['100'],['100'],['Up'],0,0,0,0,0,92,0,92,299
37.77.57.196:30,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,97,97,299
37.77.57.32:29,LISP Reply,212.187.98.210,['212.187.98.210'],['1'],['50'],['Up'],0,9,0,1,0,124,0,124,299
37.77.57.40:29,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,119,119,299
37.77.57.48:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,118,118,299
37.77.57.60:30,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,93,93,299
37.77.57.64:26,Negative Reply,202.214.86.252,[],[],[],[],1,0,0,1,0,92,122,214,299
37.77.58.0:26,LISP Reply,95.96.53.169,['95.96.53.169'],['1'],['100'],['Up'],0,0,0,0,0,212,0,212,299
37.77.58.104:29,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,96,96,299
37.77.58.112:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,93,93,299
37.77.58.160:27,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,131,131,299
37.77.58.176:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,107,107,299
37.77.58.192:26,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,237,237,299
37.77.58.64:26,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,131,131,299
37.77.58.72:29,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,96,96,299
37.77.58.80:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,93,93,299
37.77.59.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,236,236,299
37.77.60.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,237,237,299
37.77.64.0:18,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,230,230,299
37.78.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,224,224,299
37.80.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,225,225,299
37.96.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,223,223,299
38.0.0.0:10,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,230,230,299
38.112.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,225,225,299
38.120.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,228,228,299
38.124.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,217,217,299
38.125.0.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,219,219,299
38.125.128.0:17,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,235,235,299
38.125.16.0:20,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
38.125.32.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,223,223,299
38.125.4.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,212,212,299
38.125.6.0:23,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,226,226,299
38.125.64.0:18,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
38.125.8.0:21,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,232,232,299
38.126.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,237,237,299
38.128.0.0:9,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,232,232,299
38.64.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,235,235,299
38.96.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,237,237,299
39.0.0.0:8,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,227,227,299
40.0.0.0:5,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,226,226,299
48.0.0.0:4,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,218,218,299
64.0.0.0:4,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,222,222,299
80.0.0.0:6,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,220,220,299
84.0.0.0:8,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,225,225,299
85.0.0.0:9,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,225,225,299
85.128.0.0:11,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,225,225,299
85.160.0.0:12,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,221,221,299
85.176.0.0:13,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,214,214,299
85.184.0.0:23,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,208,208,299
85.184.128.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,214,214,299
85.184.16.0:20,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,238,238,299
85.184.160.0:20,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,211,211,299
85.184.176.0:21,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,204,204,299
85.184.185.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,236,236,299
85.184.186.0:23,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,244,244,299
85.184.188.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,242,242,299
85.184.192.0:18,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,236,236,299
85.184.2.0:24,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,210,210,299
85.184.3.0:26,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,209,209,299
85.184.3.128:25,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,237,237,299
85.184.3.72:29,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,244,244,299
85.184.3.80:28,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,209,209,299
85.184.3.96:27,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,215,215,299
85.184.32.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,239,239,299
85.184.4.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,238,238,299
85.184.64.0:23,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,242,242,299
85.184.66.0:23,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,244,244,299
85.184.68.0:22,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,244,244,299
85.184.72.0:21,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,238,238,299
85.184.8.0:21,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,236,236,299
85.184.80.0:20,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,237,237,299
85.184.96.0:19,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,223,223,299
85.185.0.0:16,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,239,239,299
85.186.0.0:15,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,246,246,299
85.188.0.0:14,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,239,239,299
85.192.0.0:10,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,230,230,299
86.0.0.0:7,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,232,232,299
88.0.0.0:5,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,226,226,299
96.0.0.0:3,Negative Reply,202.214.86.252,[''],[''],[''],[''],0,0,0,0,0,0,226,226,299
